ascii/100.jpg,0.075400,0.048200,0.939300
ascii/101.jpg,0.045600,0.069500,0.944900
ascii/102.jpg,0.040500,0.026200,0.964200
ascii/103.jpg,0.078400,0.064600,0.929500
ascii/104.jpg,0.060000,0.022800,0.951300
ascii/105.jpg,0.024400,0.004000,0.980200
ascii/106.jpg,0.036600,0.014800,0.968700
ascii/107.jpg,0.069600,0.041600,0.949200
ascii/108.jpg,0.029200,0.001200,0.978100
ascii/109.jpg,0.084600,0.039800,0.932300
ascii/110.jpg,0.051600,0.022800,0.957600
ascii/111.jpg,0.057000,0.053500,0.950800
ascii/112.jpg,0.071900,0.047800,0.939100
ascii/113.jpg,0.075400,0.047900,0.939300
ascii/114.jpg,0.031200,0.015200,0.974600
ascii/115.jpg,0.037300,0.054500,0.959300
ascii/116.jpg,0.036900,0.027500,0.966600
ascii/117.jpg,0.051400,0.022700,0.957600
ascii/118.jpg,0.052000,0.035800,0.964200
ascii/119.jpg,0.095400,0.058300,0.934000
ascii/120.jpg,0.057100,0.051800,0.957600
ascii/121.jpg,0.061900,0.042800,0.957400
ascii/122.jpg,0.029900,0.054300,0.964100
ascii/123.jpg,0.042900,0.029000,0.962800
ascii/124.jpg,0.049000,0.000300,0.970300
ascii/125.jpg,0.043700,0.028600,0.962600
ascii/126.jpg,0.022000,0.029200,0.977500
ascii/33.jpg,0.030000,0.004000,0.979600
ascii/34.jpg,0.030000,0.001800,0.982000
ascii/35.jpg,0.070600,0.063700,0.926400
ascii/36.jpg,0.096600,0.072300,0.921000
ascii/37.jpg,0.129100,0.101000,0.896700
ascii/38.jpg,0.103000,0.096200,0.911100
ascii/39.jpg,0.015000,0.000900,0.991000
ascii/40.jpg,0.044300,0.021300,0.970800
ascii/41.jpg,0.043400,0.021500,0.971100
ascii/42.jpg,0.037200,0.035000,0.967600
ascii/43.jpg,0.023600,0.024400,0.971400
ascii/44.jpg,0.015400,0.009900,0.989600
ascii/45.jpg,0.001200,0.011200,0.994400
ascii/46.jpg,0.003000,0.002800,0.995800
ascii/47.jpg,0.042000,0.028100,0.971500
ascii/48.jpg,0.078100,0.061700,0.936000
ascii/49.jpg,0.048600,0.018700,0.966000
ascii/50.jpg,0.048200,0.069300,0.948900
ascii/51.jpg,0.048400,0.076800,0.943600
ascii/52.jpg,0.059000,0.051000,0.944600
ascii/53.jpg,0.050200,0.063400,0.946200
ascii/54.jpg,0.076500,0.078400,0.931000
ascii/55.jpg,0.039200,0.047100,0.963200
ascii/56.jpg,0.086800,0.102400,0.916400
ascii/57.jpg,0.075700,0.078100,0.930900
